Hurricane,1E-1,1E-2,1E-3,1E-4,1E-5,1E-6,1E-7,1E-8
CLOUDf48.bin,0.05308266666666667,0.06615733333333333,0.07870366666666666,0.09310233333333333,0.10255333333333333,0.11062233333333334,0.12223266666666666,0.1291766666666667
CLOUDf48.log10.bin,0.2337813333333333,0.28014266666666665,0.321099,0.35513700000000004,0.407583,0.44529066666666667,0.483298,0.48475333333333337
PRECIPf48.bin,0.041494666666666666,0.055962000000000005,0.08338133333333335,0.13102666666666665,0.17776566666666668,0.22726733333333335,0.292165,0.34119866666666665
PRECIPf48.log10.bin,0.24017266666666667,0.29987199999999997,0.35547966666666664,0.4163886666666667,0.45929233333333336,0.49775600000000003,0.5435176666666667,0.5570576666666667
Pf48.bin,0.1675783333333333,0.22111166666666668,0.29962466666666665,0.3525296666666667,0.40348,0.46324366666666666,0.4965063333333333,0.52846
QCLOUDf48.bin,0.038941333333333335,0.04485266666666667,0.050028333333333334,0.05541100000000001,0.059630333333333334,0.06502566666666666,0.07273866666666666,0.07678866666666667
QCLOUDf48.log10.bin,0.23838099999999998,0.27459433333333333,0.3109573333333333,0.3612126666666667,0.4005126666666667,0.4376853333333333,0.47834366666666667,0.477223
QGRAUPf48.bin,0.028106333333333334,0.033660999999999996,0.04206466666666667,0.06938500000000002,0.104728,0.16214366666666666,0.20944966666666667,0.25926
QGRAUPf48.log10.bin,0.25352233333333335,0.307507,0.359866,0.42371766666666666,0.46745333333333333,0.5049186666666666,0.5487626666666667,0.5578626666666667
QICEf48.bin,0.03874166666666667,0.048086333333333335,0.05973266666666666,0.06847733333333333,0.07436066666666667,0.08143433333333333,0.08732266666666666,0.09296966666666666
QICEf48.log10.bin,0.237962,0.27399033333333334,0.31683833333333333,0.36229433333333333,0.40068533333333334,0.4442823333333334,0.48073799999999994,0.480847
QRAINf48.bin,0.030170666666666665,0.03581433333333334,0.04483966666666667,0.07351666666666666,0.10644666666666668,0.15761433333333333,0.20204199999999997,0.24705833333333335
QRAINf48.log10.bin,0.25358733333333333,0.30847399999999997,0.35857066666666676,0.4229703333333333,0.46796733333333335,0.5071883333333334,0.5492416666666666,0.5592143333333334
QSNOWf48.bin,0.04011066666666666,0.050893333333333325,0.09369899999999999,0.13783033333333336,0.18540900000000002,0.25277900000000003,0.3025583333333333,0.34991666666666665
QSNOWf48.log10.bin,0.247421,0.30526866666666663,0.358558,0.42072000000000004,0.4636183333333333,0.500913,0.5470413333333334,0.5579316666666666
QVAPORf48.bin,0.14191733333333334,0.21770333333333336,0.2737233333333334,0.3282886666666667,0.399013,0.442622,0.483252,0.5245813333333333
TCf48.bin,0.21291033333333334,0.2730876666666667,0.35950333333333334,0.4175143333333334,0.4657263333333333,0.5187053333333332,0.5483193333333333,0.5641353333333333
Uf48.bin,0.18594166666666667,0.27192900000000003,0.3368533333333333,0.39515433333333333,0.45500199999999996,0.4881883333333333,0.5207706666666666,0.5657613333333334
Vf48.bin,0.18828366666666665,0.27578733333333333,0.34154833333333334,0.39719499999999996,0.45883133333333337,0.4910336666666666,0.522522,0.5626546666666666
Wf48.bin,0.152526,0.21572733333333335,0.275033,0.34442533333333336,0.3893626666666667,0.4249703333333333,0.468437,0.5179696666666667
