NYX,1E-1,1E-2,1E-3,1E-4,1E-5,1E-6,1E-7,1E-8
baryon_density,0.016294,0.016946,0.041334,0.049409,0.065793,0.117403,0.154160,0.181975
dark_matter_density,0.019743,0.043616,0.075408,0.118009,0.143978,0.177554,0.209917,0.248523
temperature,0.044595,0.049495,0.071153,0.124625,0.161146,0.188943,0.224594,0.244683
velocity_x,0.051984,0.072539,0.121422,0.153171,0.190331,0.217595,0.235677,0.270719
velocity_y,0.048636,0.074096,0.124122,0.152242,0.188847,0.221902,0.241366,0.263029
velocity_z,0.051891,0.074327,0.122388,0.165980,0.187096,0.220426,0.250682,0.273732
