NYX,1E-1,1E-2,1E-3,1E-4,1E-5,1E-6,1E-7,1E-8
baryon_density,0.137077,0.138730,0.233883,0.460712,0.410430,0.655015,0.764148,0.804635
dark_matter_density,0.140926,0.182192,0.485418,0.625786,0.656674,0.671208,0.675512,0.673732
temperature,0.280047,0.318821,0.445127,0.703543,0.769054,0.801238,0.802379,0.795220
velocity_x,0.321396,0.457890,0.678495,0.751923,0.786964,0.782445,0.782984,0.785135
velocity_y,0.304925,0.466296,0.684006,0.758431,0.790488,0.789111,0.781966,0.796921
velocity_z,0.325806,0.469563,0.693802,0.779052,0.800599,0.801824,0.802378,0.793177
