NYX,1E-1,1E-2,1E-3,1E-4,1E-5,1E-6,1E-7,1E-8
baryon_density,0.017351,0.020015,0.052321,0.060807,0.080968,0.136427,0.177562,0.207903
dark_matter_density,0.023136,0.054411,0.097934,0.135123,0.175053,0.205179,0.228979,0.269052
temperature,0.054628,0.064790,0.087358,0.157100,0.183823,0.210883,0.249496,0.272020
velocity_x,0.061901,0.089368,0.142981,0.176952,0.210912,0.242858,0.265062,0.294350
velocity_y,0.058882,0.092267,0.143851,0.178831,0.211632,0.248038,0.287390,0.289794
velocity_z,0.064186,0.092807,0.150795,0.188007,0.220918,0.243785,0.276833,0.297811
