NYX,1E-1,1E-2,1E-3,1E-4,1E-5,1E-6,1E-7,1E-8
baryon_density,0.117955,0.138123,0.468269,0.743874,1.060418,1.583954,1.926848,2.185328
dark_matter_density,0.187331,0.484561,0.962562,1.326329,1.596696,1.905081,2.085784,2.316664
temperature,0.588724,0.857280,1.202371,1.744454,2.049801,2.284925,2.519476,2.747295
velocity_x,1.007578,1.358580,1.782688,2.098876,2.386463,2.574217,2.783098,3.081507
velocity_y,0.864909,1.320268,1.747873,2.058942,2.346018,2.540884,2.743358,2.979436
velocity_z,0.929663,1.292276,1.715165,2.120916,2.321092,2.516847,2.807325,3.040760
