NYX,1E-1,1E-2,1E-3,1E-4,1E-5,1E-6,1E-7,1E-8
baryon_density,0.013686,0.022584,0.044042,0.067293,0.100954,0.160069,0.213493,0.254197
dark_matter_density,0.018706,0.044778,0.094173,0.143797,0.193563,0.247974,0.288800,0.339177
temperature,0.053929,0.078360,0.110356,0.186641,0.225080,0.266149,0.327814,0.372354
velocity_x,0.092124,0.133289,0.180192,0.229618,0.294485,0.329111,0.377366,0.429605
velocity_y,0.080571,0.126022,0.171778,0.231573,0.280800,0.323322,0.370373,0.410533
velocity_z,0.085461,0.120671,0.177514,0.238163,0.283413,0.325520,0.376417,0.415936
